2022-08-28 16:41:57, 101, 1032.6941687556164, 146, -0.012854457483626902, 4004.130401611328
2022-08-28 16:41:57, 102, 1033.6752925402163, 148, -0.009299722732976079, 3236.5804748535156
2022-08-28 16:41:58, 107, 1034.1944504105777, 163, -0.03363852365873754, 19372.80419921875
2022-08-28 16:42:08, 129, 1035.324129953464, 163, -0.008659436949528754, 11529.245849609375
2022-08-28 16:42:13, 139, 1037.6724207992236, 146, -0.01655690386542119, 13485.303833007812
2022-08-28 16:42:13, 140, 1040.8125552319284, 139, -0.007784232264384627, 4563.843292236328
2022-08-28 16:42:14, 142, 1042.1588849814243, 146, -0.020264602964743972, 2327.467071533203
2022-08-28 16:42:16, 145, 1042.385140440902, 153, -0.005521475541172549, 4169.872253417969
2022-08-28 16:42:17, 146, 1042.9549602951943, 166, -0.029585392214357853, 2592.4502563476562
2022-08-28 16:42:17, 147, 1045.0435197654476, 173, -0.0069285853242035955, 1803.7354125976562
2022-08-28 16:42:17, 148, 1045.8678270999917, 176, -0.007261787599418312, 8451.534362792969
2022-08-28 16:42:17, 149, 1046.3631714283558, 160, -0.03202860476449132, 3126.8630981445312
2022-08-28 16:42:19, 155, 1048.172236536991, 160, -0.01763759646564722, 9019.00244140625
2022-08-28 16:42:20, 156, 1049.8731776889863, 163, -0.0058612577558960766, 2450.9076385498047
2022-08-28 16:42:22, 157, 1050.158021180224, 169, -0.04883399995742366, 2467.768280029297
2022-08-28 16:42:22, 158, 1051.4143185310345, 156, -0.021933893905952573, 5071.438415527344
2022-08-28 16:42:22, 159, 1052.4968535794937, 153, 0.0016999971558107063, 1048.2610168457031
2022-08-28 16:42:24, 165, 1055.541869583328, 147, 0.00033513689413666725, 2182.2532806396484
2022-08-28 16:42:25, 167, 1056.6964489867287, 144, -0.013597601908259094, 4859.109466552734
2022-08-28 16:42:27, 169, 1058.9625571299548, 130, -0.013148248428478837, 3894.9960327148438
2022-08-28 16:42:27, 170, 1061.051558975916, 124, -0.0005510334303835407, 2712.487091064453
2022-08-28 16:42:28, 171, 1061.3981368468108, 122, -0.026357795315561816, 3813.4444274902344
2022-08-28 16:47:39, 861, 1061.9875142344615, 71, -0.01414409652352333, 10700.556884765625
2022-08-28 16:47:44, 871, 1062.1581002198138, 69, -0.01566887584340293, 3216.8076171875
2022-08-28 16:47:47, 877, 1064.2356206898896, 57, -0.013093406392727047, 9752.539001464844
2022-08-28 16:49:46, 1139, 1064.6919478333712, 55, -0.0018890270730480552, 10036.581481933594
2022-08-28 16:51:35, 1393, 1066.0590499696484, 63, -0.01289010964683257, 2981.6865234375
2022-08-28 16:51:36, 1394, 1067.5827779899598, 47, -0.006928346614586189, 5219.764221191406
2022-08-28 16:52:05, 1461, 1068.1377635697754, 41, -0.007751564611680806, 836.2928619384766
2022-08-28 16:52:06, 1463, 1069.7715035746864, 55, -9.633105946704745e-05, 1790.3475952148438
2022-08-28 16:52:06, 1464, 1072.2340178363863, 49, -0.011871462644194253, 4782.1719970703125
2022-08-28 16:52:10, 1474, 1078.5974288368097, 41, -0.016882971161976457, 13699.124145507812
2022-08-28 16:52:11, 1475, 1081.776216562199, 37, -0.012335451785475016, 6724.4774169921875
