unix,Date,symbol,Open,High,Low,Close,Volume BTC,Volume,tradecount
1649610000,2022.04.10 17:00,BTC/USDT,42784.43000000,43310.15000000,42784.43000000,43103.62000000,2448.37291000,105414044.70100310,52041
1649606400,2022.04.10 16:00,BTC/USDT,42747.48000000,427990000000,42659.64000000,42784.43000000,745.74316000,318735465454600,24736
1649602800,2022.04.10 15:00,BTC/USDT,42698.38000000,42776.77000000,426502000000,42747.47000000,651.20995000,27822732.71076790,22558
1649599200,2022.04.10 14:00,BTC/USDT,42575.54000000,427488000000,42541.50000000,42698.38000000,647.81139000,27634042.60485010,23701
1649595600,2022.04.10 13:00,BTC/USDT,42589.99000000,42663.68000000,42525.44000000,42575.53000000,563.57179000,24003107.78725320,22319
1649592000,2022.04.10 12:00,BTC/USDT,42680.35000000,428500000000,425250000000,425900000000,1188.11992000,50708142.45664470,29354
1649588400,2022.04.10 11:00,BTC/USDT,425300000000,42715.84000000,425171000000,42680.36000000,614.98094000,26210574.31382480,19946
1649584800,2022.04.10 10:00,BTC/USDT,42523.94000000,42563.62000000,42433.49000000,425300000000,592.10781000,25163073.94575260,20104
1649581200,2022.04.10 9:00,BTC/USDT,42642.55000000,42655.94000000,424891000000,42523.95000000,630.29251000,26814886.45680740,22155
1649577600,2022.04.10 8:00,BTC/USDT,42633.59000000,42716.75000000,42564.20000000,42642.54000000,513.84297000,21915570.11229930,19788
1649574000,2022.04.10 7:00,BTC/USDT,42785.33000000,427961000000,42575.40000000,42633.59000000,568.83472000,24263505.58262380,19499
1649570400,2022.04.10 6:00,BTC/USDT,42656.70000000,42793.21000000,42645.50000000,42785.32000000,439.85009000,18788645.16162080,17730
1649566800,2022.04.10 5:00,BTC/USDT,42740.86000000,427990000000,426500000000,42656.70000000,471.15811000,20128451.76649870,18404
1649563200,2022.04.10 4:00,BTC/USDT,42785.72000000,42791.24000000,42706.35000000,42740.86000000,345.20871000,14758827.49808440,16970
1649559600,2022.04.10 3:00,BTC/USDT,428333000000,42891.91000000,42775.74000000,42785.72000000,5079099000,217107269865160,19587
1649556000,2022.04.10 2:00,BTC/USDT,42767.22000000,42896.64000000,42731.10000000,428333000000,507.70146000,21726269.40127500,20601
1649552400,2022.04.10 1:00,BTC/USDT,42632.31000000,427862000000,42597.90000000,42767.23000000,489.67289000,20915292.79652210,20040
1649548800,2022.04.10 0:00,BTC/USDT,42753.96000000,42776.62000000,425910000000,42632.32000000,609.62172000,26029215.29825020,25415
1649545200,2022.04.09 23:00,BTC/USDT,42543.42000000,428000000000,42488.23000000,42753.97000000,1075.30723000,45889601.97615680,30337
1649541600,2022.04.09 22:00,BTC/USDT,425586000000,42634.88000000,42501.31000000,42543.42000000,4399087000,18693342.58838110,18922
1649538000,2022.04.09 21:00,BTC/USDT,42423.18000000,42584.49000000,423900000000,425586000000,425.13616000,18063585.63251440,19529
1649534400,2022.04.09 20:00,BTC/USDT,42511.95000000,426380000000,42423.18000000,42423.18000000,419.45489000,17846424.64593690,21083
1649530800,2022.04.09 19:00,BTC/USDT,42467.82000000,42583.90000000,42448.11000000,42511.94000000,6099460000,25897791.61609590,22146
1649527200,2022.04.09 18:00,BTC/USDT,42575.67000000,42631.69000000,42454.62000000,42467.82000000,436.61166000,18564449.28108700,20834
1649523600,2022.04.09 17:00,BTC/USDT,42445.65000000,42613.80000000,424100000000,42575.67000000,6941053000,29525599.23201480,23939
1649520000,2022.04.09 16:00,BTC/USDT,422532000000,42522.57000000,42183.60000000,42445.64000000,1228.98827000,52098940.56534750,30962
1649516400,2022.04.09 15:00,BTC/USDT,42459.99000000,42466.91000000,42158.67000000,42260.77000000,1331.57722000,56346983.21487810,38699
1649512800,2022.04.09 14:00,BTC/USDT,42456.86000000,42500.20000000,423611000000,424600000000,892.78165000,378750259089670,30913
1649509200,2022.04.09 13:00,BTC/USDT,42506.34000000,42519.29000000,42445.72000000,42456.86000000,576.52790000,24493241.15486360,23252
1649505600,2022.04.09 12:00,BTC/USDT,424459000000,42522.44000000,42397.39000000,42506.35000000,707.57097000,30042376.37313290,26663
1649502000,2022.04.09 11:00,BTC/USDT,42480.56000000,425400000000,42434.36000000,42445.10000000,580.50260000,24657158.36294220,23734
1649498400,2022.04.09 10:00,BTC/USDT,42443.11000000,42485.44000000,42322.72000000,42480.56000000,5841232000,24774335.85366800,26058
1649494800,2022.04.09 9:00,BTC/USDT,42463.50000000,42485.44000000,42397.66000000,42443.11000000,475.82385000,20193684.14438110,21277
1649491200,2022.04.09 8:00,BTC/USDT,424818000000,425094000000,42372.54000000,42463.51000000,594.39467000,25228182.90470500,24592
1649487600,2022.04.09 7:00,BTC/USDT,424401000000,425150000000,42364.25000000,424819000000,596.68457000,25323402.74825140,24675
1649484000,2022.04.09 6:00,BTC/USDT,425864000000,42601.84000000,42399.72000000,424400000000,606.86637000,25790191.48868670,24191
1649480400,2022.04.09 5:00,BTC/USDT,42406.82000000,426400000000,424061000000,425864000000,721.25421000,306615819814460,25257
1649476800,2022.04.09 4:00,BTC/USDT,423800000000,42560.99000000,42341.79000000,42406.82000000,849.16273000,36047523.48363810,27166
1649473200,2022.04.09 3:00,BTC/USDT,421800000000,42439.22000000,42125.48000000,423800000000,1000.62984000,42337677.71317650,31559
1649469600,2022.04.09 2:00,BTC/USDT,42433.40000000,42448.16000000,42160.63000000,421800000000,894.66743000,37841048.62546790,32634
1649466000,2022.04.09 1:00,BTC/USDT,424353000000,42466.87000000,42294.33000000,42433.40000000,748.41319000,31719276.40993760,30296
1649462400,2022.04.09 0:00,BTC/USDT,422522000000,42455.66000000,421600000000,424352000000,14039674000,59363162.40947280,41512
1649458800,2022.04.08 23:00,BTC/USDT,42300.98000000,423706000000,42107.14000000,422521000000,1518.61759000,64102157.78544690,47854
1649455200,2022.04.08 22:00,BTC/USDT,42563.36000000,426603000000,422410000000,42300.99000000,1803.83308000,76484868.69490910,56493
1649451600,2022.04.08 21:00,BTC/USDT,42798.75000000,428626000000,42450.88000000,42563.36000000,997.61688000,42587910.66350960,37404
1649448000,2022.04.08 20:00,BTC/USDT,42730.84000000,42870.70000000,42532.96000000,42798.74000000,1269.49201000,542384910296690,38769
1649444400,2022.04.08 19:00,BTC/USDT,42957.56000000,43192.67000000,42657.50000000,42730.84000000,1959.31305000,84077506.85262060,51021
1649440800,2022.04.08 18:00,BTC/USDT,43004.37000000,43320.76000000,424140000000,42957.57000000,4995.30505000,213661934.62815690,102311
1649437200,2022.04.08 17:00,BTC/USDT,43433.71000000,43457.18000000,42801.26000000,43004.38000000,3040.57954000,130780624.53973570,72218
1649433600,2022.04.08 16:00,BTC/USDT,436481000000,43714.97000000,43395.90000000,43433.71000000,1490.41591000,649555457141490,43736
1649430000,2022.04.08 15:00,BTC/USDT,43750.15000000,43961.99000000,43587.23000000,436481000000,2407.37189000,105448381.73026750,57439
1649426400,2022.04.08 14:00,BTC/USDT,42906.66000000,43846.15000000,42888.80000000,43750.14000000,3948.19621000,1715680011058110,85726
1649422800,2022.04.08 13:00,BTC/USDT,43151.75000000,43193.90000000,427511000000,42906.67000000,3636.19827000,1561701770563940,83886
1649419200,2022.04.08 12:00,BTC/USDT,43298.79000000,43417.96000000,430795000000,43151.75000000,1713.44905000,74133805.94196900,44904
1649415600,2022.04.08 11:00,BTC/USDT,43558.51000000,43561.37000000,43260.76000000,43298.79000000,1880.17355000,81578556.58909150,50458
1649412000,2022.04.08 10:00,BTC/USDT,43588.72000000,43621.85000000,43500.10000000,43558.51000000,887.95801000,38674913.12025900,29195
1649408400,2022.04.08 9:00,BTC/USDT,43700.33000000,43772.45000000,43499.83000000,43588.73000000,1233.32916000,53826030.59172340,35105
1649404800,2022.04.08 8:00,BTC/USDT,43763.53000000,43970.62000000,436500000000,43700.33000000,2334.89149000,102290616.86317590,51759
1649401200,2022.04.08 7:00,BTC/USDT,43573.45000000,43780.32000000,43416.74000000,43763.52000000,1556.40290000,677926114917740,36222
1649397600,2022.04.08 6:00,BTC/USDT,43654.30000000,43672.53000000,43484.28000000,43573.45000000,1187.43884000,51740448.82661050,29421
1649394000,2022.04.08 5:00,BTC/USDT,435433000000,43678.20000000,43476.97000000,43654.30000000,659.14366000,28739599.97707320,22472
1649390400,2022.04.08 4:00,BTC/USDT,43605.95000000,43659.83000000,43491.46000000,435432000000,509.97862000,22220740.48037310,22500
1649386800,2022.04.08 3:00,BTC/USDT,43615.63000000,43691.83000000,435500000000,43605.96000000,547.45765000,23883522.90752140,23229
1649383200,2022.04.08 2:00,BTC/USDT,43607.61000000,43694.15000000,43566.38000000,43615.63000000,772.47903000,33701577.98387550,25501
1649379600,2022.04.08 1:00,BTC/USDT,43327.47000000,43647.92000000,433100000000,43607.61000000,1021.10737000,44445320.92334090,28518
1649376000,2022.04.08 0:00,BTC/USDT,43444.20000000,43527.36000000,43305.57000000,43327.46000000,1004.29322000,43596627.37187230,31995
1649372400,2022.04.07 23:00,BTC/USDT,43629.72000000,437500000000,43425.22000000,43444.19000000,1084.24711000,47275657.18689370,34674
1649368800,2022.04.07 22:00,BTC/USDT,435207000000,43635.24000000,43466.64000000,43629.73000000,800.61276000,34867925.17137780,26725
1649365200,2022.04.07 21:00,BTC/USDT,43567.35000000,43596.30000000,432080000000,435207000000,954.30979000,41430837.46544190,32986
1649361600,2022.04.07 20:00,BTC/USDT,43388.93000000,436006000000,43376.23000000,43567.36000000,714.68054000,31084399.48734590,23136
1649358000,2022.04.07 19:00,BTC/USDT,43702.96000000,43772.52000000,43375.36000000,43388.92000000,1261.65436000,54962630.74768230,33162
1649354400,2022.04.07 18:00,BTC/USDT,43657.68000000,43819.99000000,435141000000,43702.95000000,1635.98052000,71427353.73552800,41133
1649350800,2022.04.07 17:00,BTC/USDT,434940000000,43695.12000000,434725000000,43657.68000000,1634.74431000,71287148.92045410,40257
1649347200,2022.04.07 16:00,BTC/USDT,43331.82000000,43497.28000000,43266.68000000,434940000000,1567.91119000,68051116.24963570,41108
1649343600,2022.04.07 15:00,BTC/USDT,43420.69000000,43572.81000000,43024.86000000,43331.81000000,2804.13397000,121386102.98149870,64043
1649340000,2022.04.07 14:00,BTC/USDT,43659.98000000,43781.97000000,43352.98000000,43420.69000000,2109.61707000,91821913.27715590,54974
1649336400,2022.04.07 13:00,BTC/USDT,43554.97000000,43683.86000000,433309000000,43659.98000000,2268.17802000,98687304.91187350,54789
1649332800,2022.04.07 12:00,BTC/USDT,43766.75000000,43900.99000000,43551.74000000,43554.97000000,1631.63551000,71364417.34220040,48304
1649329200,2022.04.07 11:00,BTC/USDT,43409.74000000,43834.52000000,433021000000,43766.74000000,2809.47051000,122519029.49140600,61133
1649325600,2022.04.07 10:00,BTC/USDT,43457.98000000,43484.27000000,43328.99000000,43409.73000000,954.90136000,41461602.99812510,28586
1649322000,2022.04.07 9:00,BTC/USDT,43521.92000000,43521.93000000,43269.50000000,43457.98000000,1191.87092000,51728703.34155580,33897
1649318400,2022.04.07 8:00,BTC/USDT,43445.34000000,43553.14000000,43421.31000000,43521.92000000,964.22773000,41921718.12127610,29063
1649314800,2022.04.07 7:00,BTC/USDT,43380.94000000,43545.74000000,433661000000,43445.33000000,1246.42515000,54201118.77499620,36341
1649311200,2022.04.07 6:00,BTC/USDT,43399.99000000,43497.63000000,433000000000,43380.94000000,929.11382000,40329037.25211720,29198
1649307600,2022.04.07 5:00,BTC/USDT,43395.57000000,43465.18000000,432250000000,43399.99000000,1217.55336000,52754542.64797660,32440
1649304000,2022.04.07 4:00,BTC/USDT,432944000000,43494.48000000,43210.47000000,43395.57000000,1169.59279000,50716114.61805140,35709
1649300400,2022.04.07 3:00,BTC/USDT,43350.92000000,43409.96000000,431570000000,432944000000,1255.75246000,54366097.62230140,37793
1649296800,2022.04.07 2:00,BTC/USDT,43374.97000000,434300000000,43120.14000000,43350.91000000,1226.51086000,53068882.61395310,37920
1649293200,2022.04.07 1:00,BTC/USDT,42894.30000000,43410.16000000,42868.81000000,43374.97000000,2224.96790000,96002994.39113250,54870
1649289600,2022.04.07 0:00,BTC/USDT,43170.47000000,435599000000,42727.35000000,42894.30000000,3738.44955000,161162837.31005200,87575
1649286000,2022.04.06 23:00,BTC/USDT,43511.33000000,43609.56000000,431210000000,43170.47000000,2146.73361000,93040536.48312320,55042
1649282400,2022.04.06 22:00,BTC/USDT,43845.81000000,43865.27000000,43484.71000000,43511.33000000,1126.17817000,49209015.11152400,38432
1649278800,2022.04.06 21:00,BTC/USDT,43877.45000000,439990000000,43792.47000000,43845.82000000,977.96036000,42922013.33040170,34672
1649275200,2022.04.06 20:00,BTC/USDT,43754.56000000,44041.10000000,43725.34000000,43877.45000000,1353.94246000,594282044470450,40980
1649271600,2022.04.06 19:00,BTC/USDT,43837.64000000,439731000000,435279000000,43754.57000000,2766.10858000,120992795.45305000,57823
1649268000,2022.04.06 18:00,BTC/USDT,43815.28000000,44298.61000000,43177.11000000,43837.63000000,6483.66757000,283579137.27757340,120247
1649264400,2022.04.06 17:00,BTC/USDT,43781.30000000,43940.38000000,43393.74000000,43815.28000000,3205.11503000,139918888.76585900,78058
1649260800,2022.04.06 16:00,BTC/USDT,44168.36000000,44274.80000000,435661000000,43781.30000000,3986.53099000,174792625.99964010,86396
1649257200,2022.04.06 15:00,BTC/USDT,44258.99000000,44305.39000000,43705.64000000,44168.35000000,3945.39906000,173725624.68410470,80525
1649253600,2022.04.06 14:00,BTC/USDT,44165.90000000,44496.97000000,43769.17000000,44258.99000000,6039.95689000,266392036.72724680,118706
1649250000,2022.04.06 13:00,BTC/USDT,447510000000,44965.83000000,44130.12000000,44165.90000000,4798.23749000,2135197808309250,99560
1649246400,2022.04.06 12:00,BTC/USDT,44819.19000000,44999.99000000,446701000000,447510000000,2355.35781000,105621553.35811120,57465
1649242800,2022.04.06 11:00,BTC/USDT,45072.54000000,45114.27000000,44665.91000000,44819.19000000,3700.53654000,166070146.26624700,80428
1649239200,2022.04.06 10:00,BTC/USDT,45330.19000000,45453.94000000,450082000000,45072.53000000,1997.85052000,903327359365160,50772
1649235600,2022.04.06 9:00,BTC/USDT,45366.85000000,45393.25000000,452051000000,45330.20000000,842.65329000,38170351.29919030,31935
1649232000,2022.04.06 8:00,BTC/USDT,452764000000,45399.28000000,45177.48000000,45366.85000000,1214.65814000,55005753.16427830,37775
1649228400,2022.04.06 7:00,BTC/USDT,45464.27000000,45507.14000000,45233.59000000,452764000000,1262.25479000,57308764.88267740,33428
1649224800,2022.04.06 6:00,BTC/USDT,45374.99000000,45482.50000000,45251.43000000,45464.26000000,1327.43298000,60234732.14122190,33918
1649221200,2022.04.06 5:00,BTC/USDT,45335.34000000,45444.83000000,453020000000,453750000000,735.96483000,33386180.40328540,29672
1649217600,2022.04.06 4:00,BTC/USDT,45215.88000000,45375.38000000,451190000000,45335.34000000,875.62253000,39644022.28595600,33783
1649214000,2022.04.06 3:00,BTC/USDT,45220.86000000,45289.48000000,45139.93000000,45215.88000000,736.20798000,33291081.18921630,29315
1649210400,2022.04.06 2:00,BTC/USDT,45188.87000000,45368.29000000,451500000000,45220.87000000,848.14718000,38400788.92195210,30834
1649206800,2022.04.06 1:00,BTC/USDT,45005.88000000,45365.48000000,44963.13000000,45188.86000000,1677.29334000,757870886808430,57392
1649203200,2022.04.06 0:00,BTC/USDT,45497.54000000,45506.67000000,444120000000,45005.88000000,6445.51922000,289870845.85620010,154754
1649199600,2022.04.05 23:00,BTC/USDT,45854.50000000,45885.70000000,45353.81000000,45497.55000000,1844.92296000,84175304.63478860,46846
1649196000,2022.04.05 22:00,BTC/USDT,45953.56000000,46050.22000000,45790.72000000,45854.49000000,767.40231000,35242364.30337590,30191
1649192400,2022.04.05 21:00,BTC/USDT,45877.97000000,45958.81000000,45744.52000000,45953.55000000,893.79551000,40994071.27283370,33049
1649188800,2022.04.05 20:00,BTC/USDT,46032.49000000,46107.58000000,45627.42000000,45877.97000000,1643.51855000,75395039.17471340,50452
1649185200,2022.04.05 19:00,BTC/USDT,458934000000,460500000000,45457.89000000,46032.50000000,3496.10832000,159898250.30237240,69623
1649181600,2022.04.05 18:00,BTC/USDT,459691000000,45987.19000000,45867.36000000,458934000000,827.14477000,37996242.41836200,31445
1649178000,2022.04.05 17:00,BTC/USDT,45928.97000000,461910000000,45896.61000000,459691000000,2260.56843000,104030373.83654710,46883
1649174400,2022.04.05 16:00,BTC/USDT,45763.73000000,46022.33000000,456000000000,45928.96000000,2288.19097000,104883496.39206240,58151
1649170800,2022.04.05 15:00,BTC/USDT,458200000000,45920.39000000,45667.40000000,45763.72000000,2203.25121000,100893646.93514950,53463
1649167200,2022.04.05 14:00,BTC/USDT,46423.91000000,46466.13000000,45754.39000000,458200000000,5785.47439000,266171485.47128370,99470
1649163600,2022.04.05 13:00,BTC/USDT,46767.99000000,46861.53000000,463330000000,46423.92000000,3580.82842000,166558189.93448880,78774
1649160000,2022.04.05 12:00,BTC/USDT,46683.37000000,472000000000,466760000000,46767.99000000,3726.58321000,174949389.39760240,83544
1649156400,2022.04.05 11:00,BTC/USDT,46648.71000000,467400000000,46560.69000000,46683.37000000,8696378000,40546178.25670560,28930
1649152800,2022.04.05 10:00,BTC/USDT,46571.42000000,46680.50000000,46522.52000000,46648.71000000,1587.17444000,73959279.46199750,32340
1649149200,2022.04.05 9:00,BTC/USDT,46665.88000000,46703.99000000,46558.80000000,46571.41000000,1464.89769000,68282689.91360620,31109
1649145600,2022.04.05 8:00,BTC/USDT,467100000000,46737.89000000,46561.92000000,46665.89000000,925.32366000,43151192.25385840,29569
1649142000,2022.04.05 7:00,BTC/USDT,46609.29000000,46742.50000000,46567.67000000,46709.99000000,801.32796000,37398989.24332410,27503
1649138400,2022.04.05 6:00,BTC/USDT,467000000000,46754.76000000,46549.82000000,46609.29000000,825.93973000,38537958.61684320,27487
1649134800,2022.04.05 5:00,BTC/USDT,467700000000,468336000000,466990000000,46699.99000000,711.54241000,33273313.42052310,24368
1649131200,2022.04.05 4:00,BTC/USDT,46645.83000000,46884.49000000,46617.77000000,467701000000,1367.20325000,63920652.31655390,32396
1649127600,2022.04.05 3:00,BTC/USDT,466261000000,46777.77000000,46594.27000000,46645.82000000,840.28456000,39205856.48869480,28953
1649124000,2022.04.05 2:00,BTC/USDT,46632.23000000,46759.79000000,46555.55000000,466260000000,1080.19918000,50385740.26432340,29392
1649120400,2022.04.05 1:00,BTC/USDT,465121000000,46694.66000000,46451.78000000,46632.24000000,885.83959000,41248631.31075720,29420
1649116800,2022.04.05 0:00,BTC/USDT,46580.50000000,46649.42000000,46412.62000000,465121000000,1516.16322000,70569857.30874250,42722
1649113200,2022.04.04 23:00,BTC/USDT,46666.67000000,46890.71000000,46547.25000000,46580.51000000,1894.37376000,88466909.25412180,47630
1649109600,2022.04.04 22:00,BTC/USDT,464497000000,46856.35000000,463725000000,46666.67000000,1841.99003000,85835097.76721620,52843
1649106000,2022.04.04 21:00,BTC/USDT,46307.51000000,46588.85000000,46177.49000000,464496000000,21772783000,101112607.53667270,53415
1649102400,2022.04.04 20:00,BTC/USDT,45925.77000000,46377.84000000,456262000000,46307.50000000,42490509000,195553414.38548870,65211
1649098800,2022.04.04 19:00,BTC/USDT,45507.45000000,45940.35000000,45507.44000000,45925.76000000,1775.72292000,81276899.26917350,47996
1649095200,2022.04.04 18:00,BTC/USDT,45375.28000000,45531.42000000,451180000000,45507.44000000,22313520000,101102628.24590940,55101
1649091600,2022.04.04 17:00,BTC/USDT,457001000000,45766.40000000,45176.90000000,45375.27000000,34369838000,1561367278644060,73417
1649088000,2022.04.04 16:00,BTC/USDT,45633.88000000,45815.82000000,45566.37000000,457001000000,1290.24719000,58972304.44761500,45803
1649084400,2022.04.04 15:00,BTC/USDT,45896.98000000,45957.49000000,455550000000,45633.88000000,2842.31142000,129876790.26040200,70413
1649080800,2022.04.04 14:00,BTC/USDT,46168.56000000,463590000000,45868.27000000,45896.98000000,2824.34268000,130244214.97815890,53514
1649077200,2022.04.04 13:00,BTC/USDT,46006.59000000,46239.14000000,458690000000,46168.57000000,1653.24432000,76172448.26480800,50788
1649073600,2022.04.04 12:00,BTC/USDT,461608000000,462490000000,459020000000,46006.58000000,1240.20844000,57158354.97340780,45344
1649070000,2022.04.04 11:00,BTC/USDT,459960000000,46199.11000000,459211000000,461609000000,1141.58599000,52647768.78086720,42923
1649066400,2022.04.04 10:00,BTC/USDT,459050000000,46048.36000000,457870000000,459960000000,1846.30390000,84776174.56729200,56633
1649062800,2022.04.04 9:00,BTC/USDT,46158.41000000,46158.42000000,45863.91000000,45904.99000000,1434.95981000,65987963.54808690,46230
1649059200,2022.04.04 8:00,BTC/USDT,461740000000,46287.97000000,45964.20000000,46158.42000000,1390.83747000,64138788.60354810,36972
1649055600,2022.04.04 7:00,BTC/USDT,462000000000,462270000000,46083.62000000,46173.99000000,965.67336000,44561915.19335820,27283
1649052000,2022.04.04 6:00,BTC/USDT,46231.67000000,46293.38000000,46162.63000000,462000000000,770.30602000,35602925.56894240,25159
1649048400,2022.04.04 5:00,BTC/USDT,46075.85000000,462441000000,46025.27000000,46231.67000000,890.94553000,41131852.23255660,33628
1649044800,2022.04.04 4:00,BTC/USDT,46005.43000000,46153.84000000,45834.39000000,46075.85000000,1369.82887000,63008959.71267200,47590
1649041200,2022.04.04 3:00,BTC/USDT,46036.96000000,46174.46000000,460000000000,46005.44000000,691.29706000,31870691.81826000,33532
1649037600,2022.04.04 2:00,BTC/USDT,45863.28000000,46068.38000000,45756.94000000,46036.97000000,1078.88949000,49540674.53184980,33645
1649034000,2022.04.04 1:00,BTC/USDT,458628000000,460494000000,45757.41000000,45863.28000000,1242.48919000,57007836.60793160,39010
1649030400,2022.04.04 0:00,BTC/USDT,46407.36000000,46461.14000000,45744.77000000,458628000000,4363.15119000,201250576.23375950,87918
1649026800,2022.04.03 23:00,BTC/USDT,46695.10000000,46711.58000000,46248.84000000,46407.35000000,2265.73110000,105269567.46814770,62933
1649023200,2022.04.03 22:00,BTC/USDT,469800000000,47444.11000000,46584.63000000,46695.11000000,5819.85205000,2738201077746880,123236
1649019600,2022.04.03 21:00,BTC/USDT,463651000000,469800000000,46332.25000000,469800000000,1526.86140000,71235274.18471760,44776
1649016000,2022.04.03 20:00,BTC/USDT,46405.49000000,46482.33000000,46363.96000000,463652000000,590.68009000,27420106.24959630,28409
1649012400,2022.04.03 19:00,BTC/USDT,46586.31000000,46698.82000000,46400.41000000,46405.50000000,1661.83352000,77293598.90111150,39768
1649008800,2022.04.03 18:00,BTC/USDT,46394.96000000,46770.65000000,463524000000,46586.31000000,1291.76765000,60128774.77324480,36262
1649005200,2022.04.03 17:00,BTC/USDT,46293.49000000,46411.11000000,46240.46000000,46394.95000000,992.49464000,45976761.91566740,32735
1649001600,2022.04.03 16:00,BTC/USDT,46412.49000000,46519.35000000,46220.16000000,46293.50000000,1220.80719000,56549234.98760320,49568
1648998000,2022.04.03 15:00,BTC/USDT,46633.74000000,467230000000,463810000000,46412.49000000,1369.61349000,63776925.61394300,43826
1648994400,2022.04.03 14:00,BTC/USDT,46441.27000000,46633.75000000,46301.67000000,46633.75000000,10110006000,46945417.78747110,35700
1648990800,2022.04.03 13:00,BTC/USDT,46383.12000000,466704000000,46272.44000000,46441.27000000,2559.85630000,119061497.42718770,48069
1648987200,2022.04.03 12:00,BTC/USDT,46252.59000000,464358000000,461880000000,46383.12000000,836.19483000,38747265.41364010,28344
1648983600,2022.04.03 11:00,BTC/USDT,461800000000,46332.83000000,46076.92000000,46252.59000000,736.22899000,34015872.21660680,27409
1648980000,2022.04.03 10:00,BTC/USDT,46362.66000000,464000000000,46122.62000000,461800000000,794.41828000,36727687.10456190,26770
1648976400,2022.04.03 9:00,BTC/USDT,46271.67000000,46446.80000000,46168.92000000,46362.66000000,986.69853000,45701195.55354250,31703
1648972800,2022.04.03 8:00,BTC/USDT,46363.83000000,46416.75000000,462198000000,46271.68000000,634.83020000,29407447.49706180,26686
1648969200,2022.04.03 7:00,BTC/USDT,46432.69000000,46465.55000000,46291.56000000,46363.82000000,947.44176000,43925522.96547360,35608
1648965600,2022.04.03 6:00,BTC/USDT,46355.93000000,465700000000,463124000000,46432.70000000,1561.68757000,72510596.78078720,37963
1648962000,2022.04.03 5:00,BTC/USDT,46364.18000000,46380.96000000,462250000000,46355.93000000,735.75202000,34067348.22748340,24249
1648958400,2022.04.03 4:00,BTC/USDT,45943.26000000,46364.19000000,45927.83000000,46364.18000000,896.84849000,41379315.54551270,29328
1648954800,2022.04.03 3:00,BTC/USDT,45776.84000000,459700000000,45718.23000000,45943.25000000,678.82675000,31151038.32884800,26923
1648951200,2022.04.03 2:00,BTC/USDT,45845.99000000,45960.55000000,45760.25000000,45776.83000000,808.43964000,37088097.96363270,32131
1648947600,2022.04.03 1:00,BTC/USDT,46065.21000000,46065.83000000,45530.92000000,458460000000,2005.70992000,91708938.61038820,53797
1648944000,2022.04.03 0:00,BTC/USDT,45810.99000000,46065.21000000,45774.64000000,46065.21000000,1461.10347000,67092100.45710680,40370
1648940400,2022.04.02 23:00,BTC/USDT,46110.77000000,46148.74000000,45756.94000000,458110000000,1084.82998000,49845473.91935200,39367
1648936800,2022.04.02 22:00,BTC/USDT,462310000000,46333.26000000,46040.55000000,46110.77000000,813.51338000,37565327.44655220,33154
1648933200,2022.04.02 21:00,BTC/USDT,461816000000,46317.85000000,459094000000,462310000000,831.63584000,38373390.99987270,33571
1648929600,2022.04.02 20:00,BTC/USDT,46120.25000000,463500000000,46026.88000000,461816000000,1426.80984000,65957150.30648170,37530
1648926000,2022.04.02 19:00,BTC/USDT,45831.61000000,46252.21000000,458113000000,46120.24000000,1267.14345000,58394165.72917840,34631
1648922400,2022.04.02 18:00,BTC/USDT,46359.10000000,46394.77000000,456200000000,45831.61000000,40412577000,185608985.46341000,87171
1648918800,2022.04.02 17:00,BTC/USDT,463076000000,464871000000,46252.44000000,46359.10000000,1042.49929000,48347937.59604310,35079
1648915200,2022.04.02 16:00,BTC/USDT,462956000000,46425.49000000,461550000000,463076000000,1402.52837000,64948476.84513200,53028
1648911600,2022.04.02 15:00,BTC/USDT,466178000000,466178000000,461303000000,462956000000,2383.16797000,110450864.43948100,71648
1648908000,2022.04.02 14:00,BTC/USDT,46735.10000000,46801.50000000,46571.59000000,466177000000,10107016000,47136033.89785710,40832
1648904400,2022.04.02 13:00,BTC/USDT,46717.49000000,46941.11000000,46648.68000000,46735.11000000,1652.80154000,77372475.20303130,47434
1648900800,2022.04.02 12:00,BTC/USDT,46542.84000000,46880.97000000,46225.75000000,46717.49000000,3429.52786000,159940563.74980880,71117
1648897200,2022.04.02 11:00,BTC/USDT,46719.49000000,46753.15000000,46542.84000000,46542.84000000,782.48373000,36495218.88669010,32051
1648893600,2022.04.02 10:00,BTC/USDT,46682.50000000,46719.49000000,46548.41000000,46719.49000000,9199468000,42845593.86759790,31544
1648890000,2022.04.02 9:00,BTC/USDT,46551.40000000,46734.76000000,46515.75000000,46682.50000000,1110.14138000,51752453.38252960,32720
1648886400,2022.04.02 8:00,BTC/USDT,46584.49000000,46589.64000000,464900000000,46551.39000000,999.53272000,46525526.37486290,32663
1648882800,2022.04.02 7:00,BTC/USDT,46632.28000000,46644.42000000,46419.38000000,46584.49000000,945.54588000,43993250.30785380,33276
1648879200,2022.04.02 6:00,BTC/USDT,46541.38000000,46648.73000000,46462.79000000,46632.28000000,916.97927000,42670943.23575760,27577
1648875600,2022.04.02 5:00,BTC/USDT,46529.70000000,466000000000,46410.63000000,46541.38000000,658.54109000,30632784.33925630,25191
1648872000,2022.04.02 4:00,BTC/USDT,46599.93000000,46684.40000000,46489.50000000,46529.71000000,791.21832000,36842088.24391540,28419
